query_id,data_source,pubmed_id,description,query,label,abstract
203,misbelief,22797645,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Context: The botanical product silymarin, an extract of milk thistle, is commonly used by patients to treat chronic liver disease, despite scant and conflicting evidence of its efficacy. Objective: To determine the effect of silymarin on liver disease activity in patients with chronic hepatitis C virus (HCV) infection unsuccessfully treated with interferon-based therapy. Design, setting, and participants: Multicenter, double-blind, placebo-controlled trial conducted at 4 medical centers in the United States. Participants included 154 persons with chronic HCV infection and serum alanine aminotransferase (ALT) levels of 65 U/L or greater who were previously unsuccessfully treated with interferon-based therapy. Enrollment began in May 2008 and was completed in May 2010, with the last follow-up visit completed in March 2011. Intervention: Participants were randomly assigned to receive 420-mg silymarin, 700-mg silymarin, or matching placebo administered 3 times per day for 24 weeks. Main outcome measures: The primary outcome measure was serum ALT level of 45 U/L or less (considered within the normal range) or less than 65 U/L, provided this was at least a 50% decline from baseline values. Secondary outcomes included changes in ALT levels, HCV RNA levels, and quality-of-life measures. Results: After 24 weeks of treatment, only 2 participants in each treatment group (P ≥ .99) met the primary outcome measure (3.8% [95% CI, 0.5% to 13.2%] for placebo, 4.0% [95% CI, 0.5% to 13.7%] for 420-mg silymarin, and 3.8% [95% CI, 0.5% to 13.2%] for 700-mg silymarin). The mean decline in serum ALT activity at the end of treatment did not differ significantly (P = .75) across the 3 treatment groups (mean decline, -4.3 [95% CI, -17.3 to 8.7] U/L for placebo, -14.4 [95% CI, -41.6 to 12.7] U/L for 420-mg silymarin, -11.3 [95% CI, -27.9 to 5.4] U/L for 700-mg silymarin); there likewise were no significant differences in HCV RNA levels (mean change, 0.07 [95% CI, -0.05 to 0.18] log10 IU/mL for placebo, -0.03 [95% CI, -0.18 to 0.12] log10 IU/mL for 420-mg silymarin, 0.04 [95% CI, -0.08 to 0.16] log10 IU/mL for 700-mg silymarin; P = .54) or quality-of-life measures. The adverse event profile of silymarin was comparable with that of placebo. Conclusion: Higher than customary doses of silymarin did not significantly reduce serum ALT levels more than placebo in participants with chronic HCV infection unsuccessfully treated with interferon-based therapy. Trial registration: clinicaltrials.gov Identifier: <a href=""http://clinicaltrials.gov/show/NCT00680342"" title=""See in ClinicalTrials.gov"">NCT00680342</a>."
203,misbelief,11847735,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Gastroenterology nurses and associates will find it helpful to be informed about milk thistle (silybum marianum), a popular, safe and promising herb used by patients with liver disease. Silymarin is a derivative from the milk thistle plant with few side effects that has been safely used for centuries to treat liver ailments. Since the 1970s, there has been a reemergence of the marketing and use of silymarin. Research results of some small studies suggest silymarin has hepatoprotective, antiinflammatory, and regenerative properties producing a beneficial effect for some types of hepatitis. It is unclear, however, whether silymarin might interfere with the effect of interferon or ribavirin. A well-designed, placebo-controlled study of a larger population is needed. It is certainly encouraging that a large collaborative study is currently underway for milk thistle therapy in hepatitis C. This study is funded by NCCAM, the National Institute of Allergy and Infectious Diseases (NIAID), and the National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK). Research updates are available online at www.nccam.nih.gov and through the NCCAM Clearinghouse at 1-888-644-6226."
203,misbelief,17943794,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Background: Alcohol and hepatotoxic viruses cause the majority of liver diseases. Randomised clinical trials have assessed whether extracts of milk thistle, Silybum marianum (L) Gaertneri, have any effect in patients with alcoholic and/or hepatitis B or C virus liver diseases. Objectives: To assess the beneficial and harmful effects of milk thistle or milk thistle constituents versus placebo or no intervention in patients with alcoholic liver disease and/or viral liver diseases (hepatitis B and hepatitis C). Search strategy: The Cochrane Hepato-Biliary Group Controlled Trials Register, The Cochrane Central Register of Controlled Trials, MEDLINE, EMBASE, and full text searches were combined (July 2007). Manufacturers and researchers in the field were contacted. Selection criteria: Only randomised clinical trials in patients with alcoholic and/or hepatitis B or C virus liver diseases (acute and chronic) were included. Interventions encompassed milk thistle at any dose or duration versus placebo or no intervention. The trials could be double blind, single blind, or unblinded. The trials could be unpublished or published and no language limitations were applied. Data collection and analysis: The primary outcome measure was mortality. Binary outcomes are reported as relative risks (RR) with 95% confidence interval (CI). Subgroup analyses were performed with regard to methodological quality. Main results: Eighteen randomised clinical trials assessed milk thistle in 1088 patients with alcoholic and/or hepatitis B or C virus liver diseases. The methodological quality was low: only 28.6% of the trials reported high methodological quality characteristics. Milk thistle versus placebo or no intervention had no significant effect on mortality (RR 0.78, 95% CI 0.53 to 1.15), complications of liver disease (RR 0.95, 95% CI 0.83 to 1.09), or liver histology. Liver-related mortality was significantly reduced by milk thistle in all trials (RR 0.50, 95% CI 0.29 to 0.88), but not in high-quality trials (RR 0.57, 95% CI 0.28 to 1.19). Milk thistle was not associated with a significantly increased risk of adverse events (RR 0.83, 95% CI 0.46 to 1.50). Authors' conclusions: Our results question the beneficial effects of milk thistle for patients with alcoholic and/or hepatitis B or C virus liver diseases and highlight the lack of high-quality evidence to support this intervention. Adequately conducted and reported randomised clinical trials on milk thistle versus placebo are needed."
203,misbelief,16279916,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Objectives: Our objectives were to assess the beneficial and harmful effects of milk thistle (MT) or MT constituents versus placebo or no intervention in patients with alcoholic liver disease and/or hepatitis B and/or C liver diseases. Methods: Randomized clinical trials studying patients with alcoholic and/or hepatitis B or C liver diseases were included (December 2003). The randomized clinical trials were evaluated by components of methodological quality. Results: Thirteen randomized clinical trials assessed MT in 915 patients with alcoholic and/or hepatitis B or C liver diseases. The methodological quality was low: only 23% of the trials reported adequate allocation concealment and only 46% were considered double blind. MT versus placebo or no intervention for a median duration of 6 months had no significant effects on all-cause mortality (relative risk (RR) 0.78, 95% confidence interval (CI) 0.53-1.15), complications of liver disease, or liver histology. Liver-related mortality was significantly reduced by MT in all trials (RR 0.50, 95% CI 0.29-0.88), but not in high-quality trials (RR 0.57, 95% CI 0.28-1.19). MT was not associated with a significantly increased risk of adverse events. Conclusions: Based on high-quality trials, MT does not seem to significantly influence the course of patients with alcoholic and/or hepatitis B or C liver diseases. MT could potentially affect liver injury. Adequately conducted randomized clinical trials on MT versus placebo may be needed."
203,misbelief,25247194,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Objective: This study aimed to evaluate the efficacy and safety of silymarin on chronic hepatitis C virus- (HCV-) infected patients. Methods: Randomized controlled trials (RCTs) of silymarin in chronic HCV-infected patients up to April 1, 2014 were systematically identified in PubMed, Ovid, Web of Science, and Cochrane Library databases. Results: A total of 222 and 167 patients in five RCTs were randomly treated with silymarin (or intravenous silibinin) and placebo, respectively. Serum HCV RNA relatively decreased in patients treated with silymarin compared with those administered with placebo, but no significance was found (P = 0.09). Meta-analysis of patients orally treated with silymarin indicated that the changes of HCV RNA are similar in the two groups (P = 0.19). The effect on alanine aminotransferase (ALT) of oral silymarin is not different from that of placebo (P = 0.45). Improvements in quality-of-life (Short Form-36) in both silymarin and placebo recipients were impressive but relatively identical (P = 0.09). Conclusion: Silymarin is well tolerated in chronic HCV-infected patients. However, no evidence of salutary effects of oral silymarin has yet been reported based on intermediate endpoints (ALT and HCV RNA) in this population. Moreover, intravenous administration of silymarin should be further studied."
203,misbelief,16255756,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Silymarin from the milk thistle herb (Silybum marianum) is used by many patients with chronic viral hepatitis, but its efficacy remains unknown. We performed a systematic review of silymarin for the treatment of chronic viral hepatitis B and C. An exhaustive search strategy identified 148 papers that studied silymarin compounds in liver disease. Of these, four trials included patients with hepatitis C, one included hepatitis B patients, and two, unspecified chronic viral hepatitis. However, only one trial exclusively studied patients with hepatitis C, and none involved patients with only hepatitis B. Silymarin treatment resulted in a decrease in serum transaminases compared with baseline in four studies, and compared with placebo in only one study. There is no evidence that silymarin affects viral load or improves liver histology in hepatitis B or C. No studies were found that investigated the use of silymarin concomitantly with interferon, nucleoside analogues, or other conventional treatments for hepatitis B or C. In conclusion, silymarin compounds likely decrease serum transaminases in patients with chronic viral hepatitis, but do not appear to affect viral load or liver histology. Nevertheless it may be worthwhile to determine its effects in conjunction with standard antiviral treatment."
203,misbelief,17484885,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Background &amp; aims: Chronic hepatitis C is a serious global medical problem necessitating effective treatment. Because standard of care with pegylated interferon plus ribavirin therapy is costly, has significant side effects, and fails to cure about half of all infections, many patients seek complementary and alternative medicine to improve their health, such as Silymarin, derived from milk thistle (Silybum marianum). Milk thistle's clinical benefits for chronic hepatitis C are unsettled due to variability in standardization of the herbal product. Methods: In the current study, we focused on the anti-inflammatory and antiviral properties of a standardized Silymarin extract (MK-001). Results: MK-001 inhibited expression of tumor necrosis factor-alpha in anti-CD3 stimulated human peripheral blood mononuclear cells and nuclear factor kappa B-dependent transcription in human hepatoma Huh7 cells. Moreover, MK-001 dose dependently inhibited infection of Huh7 and Huh7.5.1 cells by JFH-1 virus. MK-001 displayed both prophylactic and therapeutic effects against HCV infection, and when combined with interferon-alpha, inhibited HCV replication more than interferon-alpha alone. Commercial preparations of Silymarin also displayed antiviral activity, although the effects were not as potent as MK-001. Antiviral effects of the extract were attributable in part to induction of Stat1 phosphorylation, while interferon-independent mechanisms were suggested when the extract was biochemically fractionated by high-performance liquid chromatography. Silybin A, silybin B, and isosilybin A, isosilybin B elicited the strongest anti-NF-kappaB and anti-HCV actions. These effects were independent of MK-001-induced cytotoxicity. Conclusions: The data indicate that Silymarin exerts anti-inflammatory and antiviral effects, and suggest that complementary and alternative medicine-based approaches may assist in the management of patients with chronic hepatitis C."
203,misbelief,20564545,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Silybum marianum or milk thistle (MT) is the most well-researched plant in the treatment of liver disease. The active complex of MT is a lipophilic extract from the seeds of the plant and is composed of three isomer flavonolignans (silybin, silydianin, and silychristin) collectively known as silymarin. Silybin is a component with the greatest degree of biological activity and makes up 50% to 70% of silymarin. Silymarin is found in the entire plant but it is concentrated in the fruit and seeds. Silymarin acts as an antioxidant by reducing free radical production and lipid peroxidation, has antifibrotic activity and may act as a toxin blockade agent by inhibiting binding of toxins to the hepatocyte cell membrane receptors. In animals, silymarin reduces liver injury caused by acetaminophen, carbon tetrachloride, radiation, iron overload, phenylhydrazine, alcohol, cold ischaemia and Amanita phalloides. Silymarin has been used to treat alcoholic liver disease, acute and chronic viral hepatitis and toxin-induced liver diseases."
203,misbelief,11366548,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,
203,misbelief,10554539,Can hepatitis be cured with milk thistle?,hepatitis cured milk thistle,0.0,"Background: There has been an increase in the number of adults seeking liver transplantation for hepatitis C in the last few years and the count is going up rapidly. There is no reliable and effective therapy for chronic hepatitis C since interferon and antivirals work no more than 30% of the time, and liver transplant surgery is uncertain and tentative over the long run. This is because, ultimately, residual hepatitis C viremia infects the new liver. Furthermore, liver transplantation can be painful, disabling and extremely costly. Treatment program: The author describes a low cost and efficacious treatment program in 3 patients with cirrhosis, portal hypertension and esophageal varices secondary to chronic hepatitis C infection. This effective and conservative regimen combines 3 potent antioxidants (alpha-lipoic acid [thioctic acid], silymarin, and selenium) that possess antiviral, free radical quenching and immune boosting qualities. Conclusion: There are no remarkably effective treatments for chronic hepatitis C in general use. Interferon and antivirals have less than a 30% response rate and because of the residual viremia, a newly transplanted liver usually becomes infected again. The triple antioxidant combination of alpha-lipoic acid, silymarin and selenium was chosen for a conservative treatment of hepatitis C because these substances protect the liver from free radical damage, increase the levels of other fundamental antioxidants, and interfere with viral proliferation. The 3 patients presented in this paper followed the triple antioxidant program and recovered quickly and their laboratory values remarkably improved. Furthermore, liver transplantation was avoided and the patients are back at work, carrying out their normal activities, and feeling healthy. The author offers a more conservative approach to the treatment of hepatitis C, that is exceedingly less expensive. One year of the triple antioxidant therapy described in this paper costs less than $2,000, as compared to mor than $300,000 a year for liver transplant surgery. It appears reasonable, that prior to liver transplant surgery evaluation, or during the transplant evaluation process, the conservative triple antioxidant treatment approach should be considered. If these is a significant betterment in the patient's condition, liver transplant surgery may be avoided."
