query_id,data_source,pubmed_id,description,query,label,abstract
1,2019,35285701,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Aim: Cranberries ( Vaccinium macrocarpon ) are traditionally used in prevention of urinary tract infections (UTIs). The authors' aim was to evaluate effects of a supplement containing cranberry extract, pumpkin seed extract, vitamin C, and vitamin B 2 on recurrent uncomplicated UTIs in women and their intestinal microbiota. Methods: A prospective, uncontrolled exploratory study was conducted in women with recurrent uncomplicated UTIs. The primary exploratory outcome was the number of UTIs in a 6-month prospective observation period compared with a 6-month retrospective period. Further outcomes included number of antibiotics, quality of life (SF-36), intestinal microbiota (assessed by 16S rRNA amplicon sequencing), and evaluation questions. Parameters were assessed at baseline and after 1, 2, and 7 months (start of intake of cranberry supplement after 1 month for 6 months). p -Values were calculated with the pairwise Wilcoxon signed-rank test for α diversity and permutational multivariate analysis of variance. Results: Twenty-three women (aged 52.7 ± 12.4 years) were included in the study. Participants reported 2.2 ± 0.8 UTIs (at baseline) in the previous 6 months. After 6 months of cranberry intake, participants reported a significant decrease to 0.5 ± 0.9 UTIs ( p 0.001). Number of antibiotic therapies was also significantly ( p 0.001) reduced by 68% during 6 months of cranberry intake (0.14 ± 0.35) when compared with 6 months retrospectively (1.14 ± 0.71). The SF-36 physical component score increased from 44.9 ± 5.5 at baseline to 45.7 ± 4.6 at 7 months ( p = 0.16). The SF-36 mental component score decreased slightly from the baseline value of 46.5 ± 6.5 to 46.2 ± 6.4 at 7 months ( p = 0.74). No significant intragroup mean changes at genus, family, or species level for α and β diversity within the intestinal microbiota were found. In the evaluation questions, participants rated the cranberry extract positively and considered it beneficial. The supplement intake was safe. Conclusions: This study shows that women with recurrent uncomplicated UTIs benefit from cranberry intake. Future larger clinical studies with further investigation of the mechanisms of action are required to determine the effects of cranberries on participants with uncomplicated UTIs."
1,2019,34205292,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Consumption of cranberries is associated with the putative effects of preventing urinary tract infections (UTIs). Cranberry proanthocyanidins (PAC) contain unusual double A-type linkages, which are associated with strong interactions with surface virulence factors found on UTI-causing bacteria such as extra-intestinal pathogenic Escherichia coli (ExPEC), depicting in bacterial agglutination processes. In this work, we demonstrated the efficacy of cranberry PAC (200 μg/mL) to agglutinate ExPEC (5.0 × 10<sup>8</sup> CFU/mL) in vitro as a selective interaction for the design of functionalized biosensors for potential detection of UTIs. We fabricated functionalized screen-printed electrodes (SPEs) by modifying with PAC-polyaniline (PANI) nanocomposites and tested the effectiveness of the PAC-PANI/SPE biosensor for detecting the presence of ExPEC in aqueous suspensions. Results indicated that the PAC-PANI/SPE was highly sensitive (limit of quantification of 1 CFU/mL of ExPEC), and its response was linear over the concentration range of 1-70,000 CFU/mL, suggesting cranberry PAC-functionalized biosensors are an innovative alternative for the detection and diagnosis of ExPEC-associated UTIs. The biosensor was also highly selective, reproducible, and stable."
1,2019,32211986,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Background: This study evaluated the definition, the prevalence of use and the governmental regulations of phytotherapy and four examples of herbal medicine are discussed in more detail. Results: This research group evaluated 4 topics: St. John's wort for treating (mild to moderate) depression, tomato extract as a platelet inhibitor, Rhodiola against stress-related fatigue and cranberries for the treatment of urinary tract infections. Conclusion: The findings were diverse and must be individually taken into account. Evidence for efficacy varies within and between the four examples. An explanation for the lack of reproducibility of findings from preclinical and clinical experiments might be the insufficient standardization of herbal medicines. There is no scientific reason why phytotherapy should not be investigated with the same rigor as conventional drugs to establish the efficacy and potential risks. Meanwhile, it is concluded that care is essential when using herbal medicine in the daily routine and informing patients about potential shortcomings and dangers of herbal medicines should be considered a duty of pharmacists and physicians."
1,2019,31714906,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"The opportunistic pathogen Escherichia coli, a common member of the human gut microbiota belonging to the Enterobacteriaceae family, is the causative agent of the majority of urinary tract infections (UTIs). The gut microbiota serves as a reservoir for uropathogenic E. coli where they are shed in feces, colonize the periurethral area, and infect the urinary tract. Currently, front line treatment for UTIs consists of oral antibiotics, but the rise of antibiotic resistance is leading to higher rates of recurrence, and antibiotics cause collateral damage to other members of the gut microbiota. It is commonly believed that incorporation of the American cranberry, Vaccinium macrocarpon, into the diet is useful for reducing recurrence of UTIs. We hypothesized such a benefit might be explained by a prebiotic or antimicrobial effect on the gut microbiota. As such, we tested cranberry extracts and whole cranberry powder on a human gut microbiome-derived community in a gut simulator and found that cranberry components broadly modulate the microbiota by reducing the abundance of Enterobacteriaceae and increasing the abundance of Bacteroidaceae. To identify the specific compounds responsible for this, we tested a panel of compounds isolated from cranberries for activity against E. coli, and found that salicylate exhibited antimicrobial activity against both laboratory E. coli and human UTI E. coli isolates. In a gut simulator, salicylate reduced levels of Enterobacteriaceae and elevated Bacteroidaceae in a dose dependent manner."
1,2019,31140512,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Patients with chronic kidney disease (CKD) present many complications that potentially could be linked to increased cardiovascular mortality such as inflammation, oxidative stress, cellular senescence and gut dysbiosis. There is growing evidence suggesting that nutritional strategies may reduce some of these complications. Clinical studies suggest that supplementation of cranberries may have beneficial effects on human health such as prevention of urinary tract infections. More recently, the anti-inflammatory and anti-oxidant effects as well as modulation of gut microbiota provided by cranberry phytochemicals have drawn more attention. A better understanding of possible effects and mechanisms of action of cranberry supplementation in humans could inform researchers about warranted future directions for clinical studies targeting these complications in CKD patients by applying nutritional strategies involving cranberry supplementation."
1,2019,30746933,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Findings concerning the antiadhesive activity of cranberry phenolic compounds and their microbial-derived metabolites against Gram-negative ( Escherichia coli ATCC 53503 and DSM 10791) and Gram-positive ( Enterococcus faecalis 04-1) bacteria in T24 cells are reported. A-Type procyanidins (A2 and cinnamtannin B-1) exhibited antiadhesive activity (at concentrations ≥250 μM), a feature that was not observed for B-type procyanidins (B2). The metabolites hippuric acid and α-hydroxyhippuric acid also showed effective results at concentrations ≥250 μM. With regard to conjugated metabolites, sulfation seemed to increase the antiadhesive activity of cranberry-derived metabolites as 3-(3,4-dihydroxyphenyl)propionic acid 3- O-sulfate presented active results, unlike its corresponding nonsulfated form. In contrast, methylation decreased antiadhesive activity as 3,4-dihydroxyphenylacetic acid was found to be active but not its corresponding methylated form (4-hydroxy-3-methoxyphenylacetic acid). As a whole, this work sustains the antiadhesive activity of cranberry-derived metabolites as one of the mechanisms involved in the beneficial effects of cranberries against urinary tract infections."
1,2019,30520372,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Introduction: Urinary tract infections (UTIs) represent a common and costly public health issue. The bacterium Escherichia coli is mainly responsible for most uncomplicated UTIs. Cranberry antibacterial effects have extensively been studied in order to understand the molecular mechanisms of action of its bioactive components and their clinical benefits against UTIs. In this respect, the present review aims to critically analyze the current clinical studies that have evaluated the efficacy of supplementing cranberry products against UTIs in different subpopulations. Methods: PubMed database was comprehensively searched, using relative keywords in order to identify clinical trials exploring the efficacy of cranberry supplementation against UTIs. Results: Current clinical evidence clearly indicates a possible benefit overall from the use of cranberries against UTIs. Cranberry consumption may prevent bacterial adherence to uroepithelial cells, reducing UTI related symptoms. Cranberry consumption could also decrease UTI related symptoms by suppressing inflammatory cascades as an immunologic response to bacterial invasion. The existing clinical trials have supported substantial evidence that the beneficial effects of cranberry against UTIs seem to be prophylactic by preventing infections recurrence; however, they exert low effectiveness in populations at increased risk for contracting UTIs. Moreover, a lack of cost-effectiveness for cranberry supplementation has been highlighted. Conclusions: Additional well-designed, double-blind, placebo-controlled clinical trials that use standardized cranberry products for long study periods are strongly recommended in order to determine the efficiency of cranberry on the prevention of UTIs in susceptible populations. At present, cranberry supplementation can safely be suggested as complementary therapy in women with recurrent UTIs."
1,2019,28288837,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Purpose: We sought to clarify the association between cranberry intake and the prevention of urinary tract infections. Materials and methods: This systematic review, which complies with the PRISMA (Preferred Reporting Items for Systematic Review and Meta-Analysis) statement, was done as a meta-analysis and trial sequential analysis of clinical trials. Results: The findings clearly showed the potential use of cranberries for the clinical condition of urinary tract infection. Cranberry products significantly reduced the incidence of urinary tract infections as indicated by the weighted risk ratio (0.6750, 95% CI 0.5516-0.7965, p 0.0001). The results of subgroup analysis demonstrated that patients at some risk for urinary tract infections were more susceptible to the effects of cranberry ingestion. Conclusions: The results of the current study could be used by physicians to recommend cranberry ingestion to decrease the incidence of urinary tract infections, particularly in individuals with recurrent urinary tract infections. This would also reduce the administration of antibiotics, which could be beneficial since antibiotics can lead to the worldwide emergence of antibiotic resistant microorganisms."
1,2019,28186383,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Objective: To evaluate whether cranberries are able to prevent postoperative urinary bacteriuria in patients undergoing pelvic surgery and receiving transurethral catheterisation. Design: Randomised, double-blind, placebo-controlled trial. Settings: French tertiary Care centre, University Hospital. Population: A total of 272 women undergoing pelvic surgery aged 18 or older. Methods: Participants undergoing pelvic surgery were randomised to 36 mg cranberry (proanthocyanidins, PAC) or placebo once daily for 10 days. Statistical analysis was performed by a chi-square test. Main outcome measures: The primary and secondary outcomes were postoperative bacteriuria, defined by a positive urine culture, within the first 15 and 40 days, respectively. Results: Two hundred and fifty-five participants received the intended treatment: 132 (51.8%) received PAC and 123 (48.2%) received placebo. There were no significant differences in baseline demographics, intra-operative characteristics or duration and type of catheterisation between the two groups. PAC prophylaxis did not reduce the risk of bacteriuria treatment within 15 days of surgery [27% bacteriuria with PAC compared with 25% bacteriuria with placebo: relative risk 1.05, 95% CI 0.78-1.4, P = 0.763). The same result was observed on day 40. Bacteriuria occurred more often in older women with increased length of catheterisation. Conclusion: Immediate postoperative prophylaxis with PAC does not reduce the risk of postoperative bacteriuria in patients receiving short-term transurethral catheterisation after pelvic surgery. Tweetable abstract: PAC prophylaxis does not reduce the risk of postoperative bacteriuria in patients undergoing pelvic surgery."
1,2019,27866177,Can cranberries prevent urinary tract infections?,cranberries urinary tract infections,0.0,"Background • Highly concentrated cranberry juice has long been considered to have protective properties against urinary tract infections (UTIs), on the basis of its content of cranberry proanthocyanidins, with A-type interflavan bonds. Objective • This study intended to evaluate the benefits of a highly concentrated cranberry juice for the prevention of repeated episodes of UTI in uncircumcised boys. Design • The study was a randomized, controlled trial. Setting • The study took place at Taipei City Hospital, Renai and Zhongxing Branches (Taipei City, Taiwan). Participants • Participants were 55 uncircumcised boys and 12 circumcised boys, aged 6 to 18 y, with histories of uncomplicated UTI, who were patients at the hospital. Intervention • The uncircumcised boys were randomly divided into 2 groups: (1) group 1 (n = 28) took 4 oz (120 mL) daily of cranberry juice for 6 mo; and (2) group 2 (n = 27), the negative control group, drank a placebo juice for 6 months. The circumcised boys in group 3, a positive control group, also drank a placebo juice for 6 mo. Outcome Measures • The time to UTI (ie, to the appearance of symptoms plus pyuria) was the main outcome. Asymptomatic bacteriuria, adherence to the treatment, and adverse effects were assessed at monthly visits. Results • After 6 mo of a prophylactic treatment with cranberry juice, the incidence of bacteriuria, mainly Escherichia coli, as shown in urine cultures at ≥1 × 105, were 25% (7/28), 37% (10/27), and 33.3% (4/12) in groups 1, 2 and 3, respectively. The comparisons of the rate of prevention of a recurrence of UTI between group 1 and group 2 and between group 1 and group 3 showed that group 1 had fewer recurrent episodes of UTI. No children withdrew from the study. No adverse events or side effects were recorded. Conclusions • Cranberry juice may reduce the number of repeated episodes of UTI in uncircumcised boys and may have beneficial effects against the growth of Gram-negative bacterial pathogens. Its preventive benefits against UTI in the uncircumcised boys were even higher than those of circumcision for the circumcised boys."
